indicator_id,indicator_name,iso3,country_name,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,9999
149206,Government expenditure on education (% of GDP),KNA,Saint Kitts and Nevis,,,,,,2.7,,,,,4.8,,,,,3.9,,,,,,,,,2.8,,,2.8
149206,Government expenditure on education (% of GDP),LCA,Saint Lucia,,,,,,,,,,,,,,,,5.1,,,,3.9,3.9,3.6,4.3,4.3,4.4,5.7,,5.7
149206,Government expenditure on education (% of GDP),VCT,Saint Vincent and the Grenadines,,,,,,,,,,,7.9,,,,,6.4,,,,5.1,,,,,,5.8,,5.8
149206,Government expenditure on education (% of GDP),WSM,Samoa,,,,,,,,,,,3.6,,,,,,,,,,,,,,,4.1,,4.1
149206,Government expenditure on education (% of GDP),SMR,San Marino,,,,,,,,,,,,,,,,,,,,2.3,2.4,,,,,,,
149206,Government expenditure on education (% of GDP),STP,Sao Tome and Principe,,,,,,,,,,,,,,,,5.3,,,,9.7,,6.3,5.9,3.7,,,,3.7
149206,Government expenditure on education (% of GDP),SAU,Saudi Arabia,,,,,,5.7,,,,,5.9,,,,,5.4,,,,,,,,,,,,
149206,Government expenditure on education (% of GDP),SEN,Senegal,,,,,,,,,,,3.2,,,,,5.1,,,,6.5,6.1,5.9,7.2,7.4,7.1,,,7.1
149206,Government expenditure on education (% of GDP),SRB,Serbia,,,,,,,,,,,,,,,,,,,,4.6,4.5,4.4,,4.2,4,,,4
149206,Government expenditure on education (% of GDP),SYC,Seychelles,,,,,,7.7,,,,,,,,,,,,,,,3.6,,,,,,,
149206,Government expenditure on education (% of GDP),SLE,Sierra Leone,,,,,,,,,,,4.9,,,,,2.8,,,,2.6,2.7,2.9,2.4,2.7,,2.9,,2.9
149206,Government expenditure on education (% of GDP),SGP,Singapore,,,,,,,,,,,3.3,,,,,3.2,,,,3.1,3.1,3.1,2.9,,,,,2.9
149206,Government expenditure on education (% of GDP),SVK,Slovakia,,,,,,4.3,,,,,3.9,,,,,3.8,,,,4.1,4,3.9,4.1,4.2,4.6,,,4.6
